com.samsung.shealth.step_daily_trend,6000085,5
create_time,distance,count,source_type,day_time,speed,deviceuuid,pkg_name,update_time,binning_data,datauuid,calorie,source_pkg_name
2018-10-04 11:48:46.114,22090.99,27186,0,1538611200000,5.654793,OauJ3004CZ,com.sec.android.app.shealth,2018-10-05 07:00:03.031,19a909c2-2658-4d67-8fa0-dc9267ce487d.binning_data.json,19a909c2-2658-4d67-8fa0-dc9267ce487d,980.0299,com.sec.android.app.shealth
2018-09-11 13:40:15.953,13043.029,16727,-2,1536624000000,1.4949561,VfS0qUERdZ,com.sec.android.app.shealth,2018-09-12 07:12:25.643,19d7ca03-1bd2-4e43-87cc-7f7aa27fc8d6.binning_data.json,19d7ca03-1bd2-4e43-87cc-7f7aa27fc8d6,524.92,com.sec.android.app.shealth
2018-09-09 07:00:04.786,4374.7397,5870,0,1536364800000,2.8055553,OauJ3004CZ,com.sec.android.app.shealth,2018-09-09 07:00:04.786,1b90724a-fef8-440a-8a24-309a5ed0af91.binning_data.json,1b90724a-fef8-440a-8a24-309a5ed0af91,185.4,com.sec.android.app.shealth
2018-05-11 04:07:05.381,3934.14,5022,-2,1518652800000,1.5077366,VfS0qUERdZ,com.sec.android.app.shealth,2018-05-11 04:07:05.381,1d451560-483a-4e6e-8c91-dd9fa440167c.binning_data.json,1d451560-483a-4e6e-8c91-dd9fa440167c,161.62,com.sec.android.app.shealth
2018-05-11 04:07:05.382,2537.18,3276,-2,1519084800000,1.6013687,VfS0qUERdZ,com.sec.android.app.shealth,2018-05-11 04:07:05.382,1ddaa104-caa3-46f5-83ee-59c290d9d58f.binning_data.json,1ddaa104-caa3-46f5-83ee-59c290d9d58f,116.28999,com.sec.android.app.shealth
2018-05-11 04:07:05.361,13236.77,17146,0,1523664000000,2.9166667,OauJ3004CZ,com.sec.android.app.shealth,2018-05-11 04:07:05.361,1ddc3b4d-60a9-46ac-9aab-99cb387105bf.binning_data.json,1ddc3b4d-60a9-46ac-9aab-99cb387105bf,541.92993,com.sec.android.app.shealth
2018-09-17 14:30:19.095,9105.71,11958,-2,1537142400000,1.5019239,VfS0qUERdZ,com.sec.android.app.shealth,2018-09-18 05:48:41.743,1e7186cd-f436-4a79-bd45-313230227e0f.binning_data.json,1e7186cd-f436-4a79-bd45-313230227e0f,393.34998,com.sec.android.app.shealth
2018-05-11 04:07:05.355,8178.2,10445,0,1520985600000,2.8611112,OauJ3004CZ,com.sec.android.app.shealth,2018-05-11 04:07:05.355,1e8eefb6-d10a-4ba4-b2c4-a11b67940e82.binning_data.json,1e8eefb6-d10a-4ba4-b2c4-a11b67940e82,337.49,com.sec.android.app.shealth
2018-06-11 07:36:41.572,5120.61,6534,-2,1528675200000,1.4521142,VfS0qUERdZ,com.sec.android.app.shealth,2018-06-12 06:57:49.091,211da957-73d2-4980-aead-338bb9715b63.binning_data.json,211da957-73d2-4980-aead-338bb9715b63,207.55998,com.sec.android.app.shealth
2018-05-13 22:20:47.726,10214.08,13071,0,1526169600000,6.6962914,OauJ3004CZ,com.sec.android.app.shealth,2018-05-14 07:00:03.204,2163c2fa-922d-4bc8-b946-0834e1ad2539.binning_data.json,2163c2fa-922d-4bc8-b946-0834e1ad2539,408.03995,com.sec.android.app.shealth
2018-05-11 04:07:05.391,3540.74,4517,-2,1521936000000,1.5704052,VfS0qUERdZ,com.sec.android.app.shealth,2018-05-11 04:07:05.391,21a0374e-f7de-4619-9719-4b6e89c87d0d.binning_data.json,21a0374e-f7de-4619-9719-4b6e89c87d0d,156.87,com.sec.android.app.shealth
2018-09-21 07:00:04.123,11924.02,15381,0,1537401600000,3.4591515,OauJ3004CZ,com.sec.android.app.shealth,2018-09-21 07:00:04.123,235bc228-4233-4064-a67d-d846e4b3bf5d.binning_data.json,235bc228-4233-4064-a67d-d846e4b3bf5d,506.05994,com.sec.android.app.shealth
2018-05-11 04:07:05.384,15928.039,20354,-2,1519776000000,1.523724,VfS0qUERdZ,com.sec.android.app.shealth,2018-05-11 04:07:05.384,246f6172-9ad5-4f42-a232-357a4c803acc.binning_data.json,246f6172-9ad5-4f42-a232-357a4c803acc,669.52997,com.sec.android.app.shealth
2018-05-11 04:07:05.402,51488.54,62451,-2,1525564800000,1.7187464,VfS0qUERdZ,com.sec.android.app.shealth,2018-05-11 04:07:05.402,24eb7841-cad2-44b4-8b8a-9c3c7ad75105.binning_data.json,24eb7841-cad2-44b4-8b8a-9c3c7ad75105,2159.45,com.sec.android.app.shealth
2018-05-11 04:07:05.383,7089.4,9107,-2,1519257600000,1.5482798,VfS0qUERdZ,com.sec.android.app.shealth,2018-05-11 04:07:05.383,25294809-80fa-4ce8-b495-1956708cac02.binning_data.json,25294809-80fa-4ce8-b495-1956708cac02,299.37997,com.sec.android.app.shealth
2018-06-14 07:21:49.796,6943.6895,8909,-2,1528934400000,1.5147038,VfS0qUERdZ,com.sec.android.app.shealth,2018-06-15 06:19:42.745,25863ad6-e329-4138-bba4-35a27c45ecc8.binning_data.json,25863ad6-e329-4138-bba4-35a27c45ecc8,283.40997,com.sec.android.app.shealth
2018-05-11 04:07:05.390,6675.89,8638,-2,1521676800000,1.5151631,VfS0qUERdZ,com.sec.android.app.shealth,2018-05-11 04:07:05.390,25daa6aa-1b1d-44bb-a738-f120b52d6452.binning_data.json,25daa6aa-1b1d-44bb-a738-f120b52d6452,278.36,com.sec.android.app.shealth
2018-08-16 21:54:12.839,11694.949,15069,0,1534377600000,3.75,OauJ3004CZ,com.sec.android.app.shealth,2018-08-17 07:00:36.355,26075cd8-13e5-41ad-a4e4-d4f102a4fd6a.binning_data.json,26075cd8-13e5-41ad-a4e4-d4f102a4fd6a,490.86996,com.sec.android.app.shealth
2018-09-29 07:07:06.172,12707.39,15955,0,1538179200000,6.000018,OauJ3004CZ,com.sec.android.app.shealth,2018-10-01 07:00:05.930,2682e047-bee1-4589-8fdc-c0455330f849.binning_data.json,2682e047-bee1-4589-8fdc-c0455330f849,538.42993,com.sec.android.app.shealth
